order_item_id,order_id,food_id,quantity
47103,3117,243,1
47104,20746,3172,2
47105,18563,1072,3
47106,5307,4370,1
47107,26481,2668,4
47108,4072,4440,2
47109,24620,4741,4
47110,39344,4468,1
47111,10195,3001,1
47112,6411,1236,5
47113,43858,566,2
47114,14193,2581,4
47115,34753,762,5
47116,20887,4363,2
47117,32428,3675,5
47118,47703,4433,1
47119,10809,3567,1
47120,11826,4773,1
47121,20825,1255,2
47122,32580,1672,1
47123,7091,2080,1
47124,30410,1582,3
47125,26950,2024,2
47126,35456,3374,4
47127,38767,1349,1
47128,47217,4985,5
47129,31423,378,1
47130,36567,244,2
47131,31238,4490,3
47132,26049,2134,3
47133,1629,2822,1
47134,8668,511,1
47135,47811,2030,2
47136,21078,2082,5
47137,37803,2601,4
47138,22009,625,5
47139,43199,3810,3
47140,42594,3489,5
47141,17721,1810,3
47142,20614,1793,5
47143,46589,3911,2
47144,26251,1960,5
47145,26060,2588,5
47146,15322,3444,4
47147,26481,3804,1
47148,12174,3780,5
47149,13742,488,1
47150,46004,1471,1
47151,4497,951,4
47152,19665,1215,1
47153,41228,4726,4
47154,29785,4355,1
47155,13264,2476,5
47156,1808,713,4
47157,43854,4515,4
47158,13507,162,3
47159,28235,500,3
47160,43231,2824,3
47161,37113,2134,1
47162,26178,1511,5
47163,39240,2603,2
47164,34936,2532,1
47165,15917,2351,5
47166,15087,3594,5
47167,23802,540,1
47168,6162,3030,1
47169,23740,3175,2
47170,47920,2659,3
47171,16673,775,5
47172,13770,1242,3
47173,30006,3913,4
47174,38029,3818,1
47175,49140,915,5
47176,26991,683,5
47177,9521,3213,1
47178,37362,3531,1
47179,8441,712,1
47180,27844,4892,1
47181,18300,2263,3
47182,36252,4483,2
47183,19096,1333,1
47184,2761,1586,1
47185,38065,2486,2
47186,45078,3867,4
47187,43504,4409,2
47188,25621,685,1
47189,28100,2883,5
47190,48280,2204,2
47191,12055,2380,4
47192,37641,3886,5
47193,5968,1280,2
47194,35929,1891,4
47195,2406,3151,1
47196,1531,654,4
47197,3097,2798,1
47198,8580,3719,3
47199,18060,4481,5
47200,48212,1229,1
47201,12798,4760,2
47202,14312,1976,1
47203,42752,2286,3
47204,3171,4904,4
47205,4534,1960,5
47206,36501,1414,5
47207,29252,1319,4
47208,33199,2381,5
47209,30955,3299,3
47210,48647,4116,1
47211,3258,1799,4
47212,32700,3146,1
47213,21493,2834,5
47214,26648,4959,5
47215,30626,3983,5
47216,33366,633,4
47217,23065,615,1
47218,1788,3642,3
47219,10071,2005,4
47220,46721,2540,4
47221,40404,1701,3
47222,49034,3570,1
47223,37213,3240,5
47224,12229,2140,5
47225,40330,4036,5
47226,11815,3119,2
47227,44267,3750,3
47228,15287,2961,3
47229,44470,2484,5
47230,37788,2507,3
47231,20707,513,3
47232,46137,1131,4
47233,35283,4347,2
47234,48263,4373,3
47235,37346,4160,4
47236,16748,3638,1
47237,4654,3003,2
47238,4267,2299,1
47239,31157,949,5
47240,29376,320,3
47241,26130,2507,3
47242,39400,4092,4
47243,11098,1442,2
47244,42420,1407,4
47245,12267,1675,2
47246,41164,3112,3
47247,40727,3459,5
47248,6499,3400,2
47249,47600,698,4
47250,33311,1148,5
47251,20462,3617,1
47252,17047,4283,1
47253,32647,3965,1
47254,17497,4040,4
47255,13894,1787,2
47256,26122,3313,1
47257,47555,2235,5
47258,36612,354,2
47259,44344,2225,1
47260,35530,1822,4
47261,19212,1010,3
47262,41880,683,1
47263,46980,4227,3
47264,10888,89,3
47265,26054,4253,2
47266,24143,3585,1
47267,17136,4815,5
47268,18456,4988,4
47269,10482,4863,1
47270,19754,2836,5
47271,6312,2741,4
47272,31982,2044,1
47273,21499,4313,1
47274,47464,550,5
47275,12916,1951,2
47276,37854,1530,3
47277,10464,4802,1
47278,30100,3821,5
47279,38866,2808,4
47280,26326,3809,2
47281,46444,2417,4
47282,8519,2157,5
47283,322,3312,4
47284,22709,4278,2
47285,45561,699,4
47286,41270,339,5
47287,40961,1052,3
47288,31057,2475,1
47289,47868,380,5
47290,44808,2134,2
47291,15481,4137,3
47292,1173,653,5
47293,38699,1596,2
47294,24536,2211,2
47295,27982,3941,3
47296,10932,1362,4
47297,30301,2039,3
47298,13288,2965,2
47299,13784,231,5
47300,22089,1125,5
47301,34169,3629,1
47302,43289,1402,5
47303,21409,3023,5
47304,43318,3984,5
47305,38712,3558,2
47306,20883,601,3
47307,38730,2436,2
47308,33236,2952,4
47309,43247,485,1
47310,42710,1108,2
47311,9848,4704,4
47312,14438,966,2
47313,45620,2204,4
47314,21063,2346,2
47315,49106,757,2
47316,47502,134,3
47317,31840,288,5
47318,10827,1192,1
47319,44396,212,1
47320,10777,4512,5
47321,48601,3507,2
47322,18273,3799,2
47323,35703,418,4
47324,2902,4076,4
47325,33917,2178,2
47326,10448,263,1
47327,18159,3237,2
47328,11036,2217,2
47329,32859,4981,2
47330,37290,4945,2
47331,34716,3810,2
47332,11774,3349,4
47333,43551,2354,3
47334,45484,4574,2
47335,5292,2658,3
47336,29922,2661,5
47337,29979,3396,2
47338,22747,1418,2
47339,44527,2945,5
47340,38265,2846,4
47341,26601,1309,5
47342,31435,2777,4
47343,29960,1533,5
47344,32639,1325,1
47345,49285,1531,3
47346,22766,1266,1
47347,45954,2957,2
47348,44479,731,5
47349,38911,3646,2
47350,7677,3072,5
47351,30666,1133,3
47352,25088,4863,5
47353,28386,579,4
47354,47844,3499,4
47355,30306,1778,4
47356,21497,120,2
47357,8290,4926,4
47358,39625,2236,2
47359,13312,3487,4
47360,48353,3220,1
47361,365,3839,2
47362,21754,2528,1
47363,11885,760,1
47364,39567,1577,2
47365,32245,711,5
47366,19681,4672,5
47367,18384,2655,3
47368,14415,3137,2
47369,17971,460,5
47370,41420,3445,4
47371,10645,4550,4
47372,37832,1037,4
47373,26222,536,5
47374,10444,4595,5
47375,9811,1456,3
47376,26876,2372,4
47377,7360,2392,4
47378,16591,3049,2
47379,6471,3825,5
47380,41898,4804,5
47381,30620,4973,3
47382,25866,4848,4
47383,23643,3506,4
47384,16021,4642,1
47385,20256,1709,1
47386,41049,4598,3
47387,3057,1666,3
47388,19756,1766,4
47389,17470,1190,3
47390,32981,4618,1
47391,49142,3738,3
47392,36592,740,1
47393,21205,1680,5
47394,19338,3685,5
47395,21287,4328,2
47396,11730,3156,4
47397,24844,2958,1
47398,33324,1079,2
47399,29135,1050,2
47400,24102,4684,1
47401,23535,3202,5
47402,48413,2494,1
47403,17501,4251,3
47404,21127,1783,3
47405,19570,811,5
47406,13330,2944,5
47407,33402,4104,3
47408,7303,4240,5
47409,41395,961,1
47410,45293,2088,4
47411,49526,4797,5
47412,33117,1304,3
47413,4112,1481,5
47414,42222,4446,2
47415,23827,1516,1
47416,35775,560,5
47417,14668,3352,3
47418,29269,3838,2
47419,23009,3097,5
47420,27431,4721,2
47421,31136,4271,2
47422,33165,4040,3
47423,24732,1721,5
47424,25682,963,2
47425,25125,4509,3
47426,33593,3354,2
47427,34344,887,1
47428,14381,2703,4
47429,22688,1587,4
47430,399,2237,5
47431,19963,3570,5
47432,23671,4786,1
47433,4880,640,5
47434,6517,2748,5
47435,6336,3570,4
47436,9598,1164,2
47437,41130,3048,1
47438,25287,495,1
47439,8307,4544,4
47440,4966,2506,4
47441,29744,4739,4
47442,43978,2982,2
47443,23860,1710,3
47444,15218,353,4
47445,33008,669,4
47446,48997,1953,1
47447,6468,1401,1
47448,32083,3743,4
47449,31293,290,5
47450,24396,1221,4
47451,5630,2512,5
47452,8903,3329,2
47453,35149,1073,2
47454,43865,2087,3
47455,37249,4827,2
47456,35670,3552,2
47457,10279,2339,2
47458,20609,331,1
47459,16433,1224,2
47460,771,1484,2
47461,17961,2854,2
47462,1751,3569,2
47463,39363,1619,3
47464,43708,2507,4
47465,32393,2666,5
47466,15536,4702,2
47467,30247,2259,1
47468,13677,27,2
47469,14277,2725,3
47470,14974,3580,5
47471,14114,3926,2
47472,19243,713,4
47473,8641,4781,4
47474,43630,308,2
47475,32406,699,1
47476,3878,3898,2
47477,35938,873,5
47478,45224,430,4
47479,5457,4716,4
47480,36010,405,1
47481,35330,3841,5
47482,36679,3243,2
47483,38430,995,5
47484,24997,822,4
47485,19388,4994,2
47486,31966,3111,1
47487,25535,2069,1
47488,49419,4769,2
47489,5961,4544,3
47490,42603,570,2
47491,13455,3092,4
47492,11222,2806,1
47493,15472,4258,3
47494,31735,1364,2
47495,11938,2197,5
47496,34360,2831,4
47497,223,928,4
47498,7066,861,4
47499,27242,1777,1
47500,10823,4474,2
47501,29363,1223,5
47502,19446,1682,4
47503,25799,781,3
47504,27638,3938,5
47505,39526,282,4
47506,12630,3061,2
47507,39331,2019,5
47508,2521,361,3
47509,41342,581,2
47510,14961,2709,3
47511,6491,220,2
47512,13105,307,2
47513,6128,11,4
47514,28797,1449,5
47515,14372,1546,1
47516,11036,654,2
47517,28196,2576,2
47518,44729,3287,3
47519,2192,2377,2
47520,47731,2799,3
47521,18160,1885,3
47522,15178,2237,3
47523,29883,1221,2
47524,3740,1011,3
47525,15427,2835,3
47526,859,2991,2
47527,47658,1978,4
47528,23860,1488,4
47529,6992,1289,5
47530,31164,4472,2
47531,31612,1044,5
47532,28263,4558,3
47533,44548,1136,3
47534,49496,2727,5
47535,24736,383,2
47536,42682,4375,4
47537,45946,4322,4
47538,6134,4703,4
47539,34479,120,3
47540,28583,597,1
47541,46973,902,2
47542,24387,60,4
47543,19818,4207,4
47544,40080,465,1
47545,3793,1435,5
47546,11327,2663,2
47547,23632,3331,5
47548,12383,3989,2
47549,4433,1131,3
47550,15815,2289,5
47551,2580,2148,3
47552,13510,2210,1
47553,10086,2637,5
47554,27686,1287,4
47555,32062,2644,4
47556,30367,1141,2
47557,10027,2894,2
47558,42484,4900,5
47559,20875,1560,2
47560,49136,3686,2
47561,36054,260,3
47562,30228,4971,4
47563,38446,1438,5
47564,37789,4874,5
47565,21637,2538,3
47566,14521,2546,1
47567,44825,2530,5
47568,38146,1231,4
47569,12443,4422,3
47570,24751,1354,2
47571,48838,937,1
47572,13471,2338,5
47573,35054,3916,2
47574,19559,2196,4
47575,35258,3535,3
47576,6370,4118,1
47577,20821,840,4
47578,33227,4128,4
47579,8370,4605,4
47580,42628,3902,5
47581,16553,4961,2
47582,11013,3343,2
47583,38666,3495,2
47584,48957,3779,1
47585,23165,1831,1
47586,3111,402,4
47587,38664,4251,4
47588,35887,1004,1
47589,43859,3976,4
47590,26532,4059,2
47591,25694,1132,1
47592,21047,3218,4
47593,44249,4372,5
47594,17318,2132,1
47595,699,834,2
47596,21732,2636,5
47597,25464,29,2
47598,38914,202,4
47599,21657,2191,5
47600,37634,356,4
47601,30048,3891,2
47602,32342,733,4
47603,16834,639,4
47604,21060,3041,1
47605,37315,4393,4
47606,48926,1466,1
47607,26274,4079,2
47608,4340,2364,2
47609,23922,2825,1
47610,47416,3511,4
47611,49037,2068,2
47612,19430,2474,2
47613,23598,2890,4
47614,2489,283,1
47615,4838,2039,3
47616,4684,1707,2
47617,10459,1655,3
47618,1219,2609,2
47619,12810,989,3
47620,27155,4123,3
47621,43639,858,5
47622,43301,1349,3
47623,2228,2760,3
47624,44558,2723,1
47625,48292,1521,4
47626,44441,4921,1
47627,675,2407,3
47628,48536,304,4
47629,15646,3120,3
47630,32821,4269,1
47631,22079,1628,3
47632,39636,1632,5
47633,48563,2924,2
47634,19510,3194,4
47635,33938,2197,5
47636,45359,3749,5
47637,29602,4151,5
47638,29447,1245,2
47639,43239,402,2
47640,12459,4485,3
47641,47542,307,3
47642,22060,3294,3
47643,28041,2435,1
47644,24151,2377,2
47645,49013,909,4
47646,44820,335,5
47647,28266,4296,1
47648,44530,2847,4
47649,32164,2741,5
47650,14898,2673,3
47651,39821,4128,1
47652,5850,4598,5
47653,16035,3592,3
47654,46492,351,5
47655,18688,3278,3
47656,4854,1559,1
47657,48220,845,3
47658,42646,4220,2
47659,11502,3217,1
47660,28722,579,3
47661,3798,2270,2
47662,30357,2580,3
47663,31842,2104,4
47664,33971,1499,2
47665,33204,2220,2
47666,4346,2092,1
47667,22601,79,2
47668,17599,4886,5
47669,44530,1728,2
47670,41377,2517,4
47671,49592,307,3
47672,48511,4224,3
47673,4426,789,1
47674,42061,1899,4
47675,32039,1701,5
47676,6478,3819,4
47677,14513,4899,4
47678,29036,924,4
47679,17964,2809,3
47680,31685,2824,1
47681,44650,1985,1
47682,19886,3497,1
47683,22241,4549,1
47684,27685,4335,4
47685,18317,1380,1
47686,26285,4619,1
47687,23910,2957,2
47688,11921,1672,4
47689,34915,2112,1
47690,12622,4381,5
47691,37377,4587,4
47692,37950,4040,2
47693,11503,150,4
47694,35801,4471,5
47695,18128,1248,4
47696,47806,3810,2
47697,106,2791,5
47698,23698,2905,4
47699,5678,1035,3
47700,21997,679,1
47701,48982,4128,2
47702,8045,1061,4
47703,44103,973,5
47704,5765,3044,5
47705,19510,3525,5
47706,36767,1006,5
47707,4008,2415,2
47708,37636,953,2
47709,36670,2612,5
47710,8061,685,5
47711,2850,1191,4
47712,49850,1256,3
47713,38749,2858,1
47714,1468,2953,4
47715,46979,312,3
47716,42758,2219,5
47717,5062,4428,2
47718,34308,3856,3
47719,18599,4293,5
47720,39675,4860,5
47721,47667,2071,1
47722,44484,1998,2
47723,38318,3180,2
47724,36002,2644,2
47725,7985,1277,5
47726,49160,43,1
47727,14585,1383,4
47728,6733,643,4
47729,40199,952,5
47730,30005,203,4
47731,29109,3682,2
47732,26202,2964,3
47733,41279,1558,2
47734,31240,3648,5
47735,1253,1513,1
47736,467,1204,4
47737,45776,2035,1
47738,12029,3132,1
47739,38894,530,3
47740,14698,1754,1
47741,4385,2498,5
47742,16971,3387,3
47743,7035,3622,5
47744,4172,2518,2
47745,38191,3589,3
47746,5540,2829,2
47747,29749,4988,5
47748,6647,888,1
47749,49430,3510,4
47750,48271,1279,2
47751,34450,4202,1
47752,6202,2725,1
47753,47560,922,4
47754,9089,3777,5
47755,13988,1351,4
47756,19511,667,5
47757,39359,701,3
47758,468,4292,3
47759,12541,551,5
47760,27406,3708,4
47761,27144,710,4
47762,28456,889,3
47763,37564,1556,2
47764,41544,3698,2
47765,33336,4824,2
47766,22536,3059,5
47767,28119,3563,3
47768,34555,292,3
47769,33328,3265,1
47770,37336,976,3
47771,48553,152,5
47772,2272,1949,5
47773,28223,1907,1
47774,24400,589,4
47775,5958,168,1
47776,38878,1348,4
47777,38910,2113,4
47778,5314,3910,5
47779,45618,442,2
47780,13827,161,2
47781,15306,3228,1
47782,14690,3314,2
47783,16859,3137,2
47784,15546,2123,5
47785,42369,1507,1
47786,38887,4057,2
47787,4999,4005,1
47788,37466,510,2
47789,4904,4385,2
47790,8103,525,4
47791,40459,3940,1
47792,35179,3335,4
47793,2945,2125,1
47794,21259,1494,4
47795,35309,4015,3
47796,16128,4926,2
47797,14104,4914,4
47798,49980,4147,5
47799,5406,84,4
47800,7830,3495,1
47801,29024,714,2
47802,38973,3921,1
47803,34477,4903,2
47804,9278,3661,5
47805,24073,3829,4
47806,28151,257,5
47807,47776,444,5
47808,15909,3731,4
47809,14848,1592,4
47810,15653,2634,2
47811,34479,1470,4
47812,21691,40,4
47813,43130,3682,2
47814,744,3943,5
47815,19082,2403,5
47816,11894,1955,5
47817,20313,1556,4
47818,22174,3986,1
47819,47862,4046,2
47820,11226,2240,5
47821,19955,4773,1
47822,2901,4684,3
47823,34213,4658,4
47824,32900,1454,4
47825,46486,1419,3
47826,22866,3265,4
47827,37324,1462,2
47828,40232,2687,3
47829,31633,4714,3
47830,20328,1272,5
47831,23725,2325,5
47832,20501,3538,2
47833,3267,4931,1
47834,17307,303,5
47835,36440,4016,1
47836,42825,1611,3
47837,35363,4143,5
47838,27997,4499,4
47839,9765,90,2
47840,18655,4638,4
47841,36828,178,2
47842,18315,3992,3
47843,2728,2737,4
47844,17695,2978,1
47845,41127,97,2
47846,12228,179,5
47847,47953,341,4
47848,9370,669,1
47849,22299,2496,2
47850,22052,3259,5
47851,6774,2304,5
47852,42923,1022,2
47853,38472,2527,4
47854,38785,3882,4
47855,14679,2541,3
47856,19353,3568,4
47857,15092,1878,3
47858,22523,4917,5
47859,11125,4174,3
47860,14885,1664,5
47861,34207,282,1
47862,46863,4270,1
47863,44504,866,1
47864,33408,3664,1
47865,4162,2325,2
47866,29076,3138,3
47867,46740,1877,1
47868,16288,907,5
47869,7857,1625,5
47870,15108,155,2
47871,49254,1674,1
47872,9458,4181,5
47873,2053,4176,3
47874,44236,1783,4
47875,36471,2194,2
47876,38121,1769,1
47877,27408,1181,3
47878,46743,4195,1
47879,10714,1931,4
47880,9574,1365,5
47881,44495,3317,5
47882,45798,2220,4
47883,45378,3486,3
47884,48295,2136,2
47885,1522,1167,5
47886,11241,2172,1
47887,49170,2121,4
47888,7275,3218,2
47889,28358,1172,2
47890,17078,3294,3
47891,16199,3912,3
47892,18306,99,5
47893,37197,2974,1
47894,27383,3526,4
47895,32355,1937,1
47896,29998,1863,3
47897,39168,2542,5
47898,665,4795,3
47899,42313,2484,3
47900,45611,363,1
47901,36990,4656,2
47902,13035,1262,2
47903,9244,3067,2
47904,32336,329,2
47905,37925,1367,1
47906,46716,4652,3
47907,13487,3318,1
47908,26352,4020,2
47909,22772,4054,5
47910,48198,854,5
47911,29948,835,2
47912,8490,982,2
47913,29691,449,4
47914,33454,4726,1
47915,4776,3854,5
47916,26010,4238,2
47917,10496,3085,5
47918,26733,1260,2
47919,3287,332,2
47920,24361,4358,5
47921,10562,176,3
47922,30490,3264,3
47923,31235,1732,1
47924,4224,4205,3
47925,6665,1711,3
47926,47773,1450,1
47927,33608,3058,5
47928,11808,807,2
47929,19228,565,5
47930,33852,2795,2
47931,7091,2405,5
47932,37307,848,2
47933,20914,4372,3
47934,18751,729,5
47935,48637,3554,5
47936,46158,2645,1
47937,42784,1008,2
47938,25787,1990,2
47939,38387,863,1
47940,32013,4319,5
47941,11681,2115,4
47942,32294,744,4
47943,16297,2608,1
47944,3377,1494,3
47945,23902,4025,1
47946,20587,2831,3
47947,6980,3000,3
47948,22153,2483,3
47949,30648,4505,3
47950,20097,4659,1
47951,47646,528,1
47952,13941,928,5
47953,37721,1878,2
47954,41426,2627,5
47955,5007,3737,4
47956,28405,3206,1
47957,43932,3292,2
47958,38579,4530,2
47959,41958,4032,5
47960,43115,3966,4
47961,34248,1277,2
47962,19786,1946,4
47963,21942,2273,2
47964,13033,3663,2
47965,44832,1065,2
47966,17261,3803,2
47967,21225,1159,3
47968,12896,2451,3
47969,30812,4763,2
47970,30199,2840,2
47971,28449,4128,1
47972,20883,4716,3
47973,21154,997,2
47974,20917,4965,5
47975,47553,976,1
47976,5177,1772,1
47977,9639,2095,2
47978,20185,3781,3
47979,11195,4900,3
47980,47033,823,4
47981,35384,1890,5
47982,37024,3358,1
47983,17988,1294,1
47984,18697,2409,2
47985,22942,3487,2
47986,13241,1046,3
47987,45674,1009,5
47988,11885,2697,3
47989,10032,4449,4
47990,18407,4291,5
47991,13932,2044,1
47992,35337,1869,4
47993,26434,3485,5
47994,26018,186,3
47995,12743,2644,2
47996,23007,3078,5
47997,34722,17,2
47998,48692,1593,5
47999,12165,1413,2
48000,9393,610,3
48001,44092,723,2
48002,21912,1987,2
48003,14467,3550,2
48004,12104,2509,3
48005,34119,180,3
48006,18095,771,3
48007,44782,3413,4
48008,47253,743,5
48009,11389,23,2
48010,37313,608,5
48011,28934,943,3
48012,1090,3582,1
48013,34916,4672,5
48014,6951,1115,5
48015,3375,3378,4
48016,41688,503,4
48017,28611,2835,3
48018,9006,2245,3
48019,14001,2986,2
48020,30782,4443,1
48021,24117,3253,2
48022,39561,3456,5
48023,4623,1148,4
48024,39451,4720,2
48025,38412,3997,3
48026,5954,1413,2
48027,15694,1736,3
48028,18317,2752,3
48029,9120,2263,5
48030,17824,1626,1
48031,25285,3827,2
48032,18229,1087,4
48033,27074,2349,2
48034,44669,4852,3
48035,7782,2212,5
48036,34283,4365,1
48037,49615,1539,5
48038,45403,3972,1
48039,34750,1590,1
48040,39591,3856,3
48041,9962,1917,4
48042,28050,981,3
48043,419,2174,2
48044,12852,2936,1
48045,3974,1813,4
48046,43477,331,2
48047,16231,4964,1
48048,6463,819,2
48049,21878,4475,5
48050,17585,4837,5
48051,32664,2893,3
48052,13049,4574,5
48053,15754,4132,2
48054,9674,2187,2
48055,38037,3172,4
48056,26235,892,4
48057,3359,4839,5
48058,25679,4966,3
48059,49308,4352,3
48060,23912,4604,1
48061,24484,2937,4
48062,12586,2777,2
48063,36014,2442,5
48064,22474,3459,5
48065,36754,4591,4
48066,12950,273,5
48067,3902,3503,5
48068,44878,193,5
48069,37935,3901,3
48070,13053,4800,5
48071,8200,2999,2
48072,36781,2542,3
48073,30205,914,5
48074,30239,1723,3
48075,32374,4039,5
48076,5433,4195,5
48077,40768,2400,1
48078,49515,2010,4
48079,10401,481,5
48080,48647,1619,4
48081,25202,3519,3
48082,3747,4513,4
48083,30587,961,5
48084,11232,2949,4
48085,6640,4437,1
48086,29563,2497,2
48087,2464,1242,5
48088,13437,2678,3
48089,15848,980,1
48090,47243,4368,5
48091,4513,4248,3
48092,41237,3302,5
48093,12960,3832,1
48094,15134,1741,4
48095,14420,4070,5
48096,37293,2578,5
48097,8612,4115,3
48098,27608,1879,5
48099,36489,183,4
48100,24057,2301,3
48101,42277,2685,5
48102,30287,3975,1
48103,33269,1605,4
48104,36622,4184,1
48105,11120,1304,2
48106,7143,2134,5
48107,7413,464,2
48108,36605,4452,5
48109,5770,1675,4
48110,18892,2816,2
48111,24200,3341,5
48112,49041,1730,4
48113,27690,2727,2
48114,34577,46,3
48115,30178,439,4
48116,35659,3934,4
48117,39407,2172,1
48118,1083,3916,5
48119,41226,2204,5
48120,35625,2388,3
48121,8047,4504,3
48122,40162,1201,4
48123,8830,4805,5
48124,25414,2498,2
48125,8900,3782,4
48126,43297,718,4
48127,48338,2527,5
48128,14448,4494,2
48129,11667,3166,2
48130,22003,4922,2
48131,16575,1054,1
48132,33690,2061,3
48133,18178,2465,4
48134,45841,2736,1
48135,12801,1981,2
48136,15779,4383,5
48137,1483,3739,1
48138,21666,3120,1
48139,16908,3186,1
48140,5784,2587,5
48141,46202,2140,2
48142,49258,4451,5
48143,1156,4059,2
48144,46862,3074,5
48145,44127,345,5
48146,44295,2417,1
48147,25459,4365,2
48148,33052,2966,1
48149,12856,3145,2
48150,37721,4025,4
48151,46441,1272,3
48152,42234,2038,5
48153,36234,3322,4
48154,1320,4657,1
48155,46840,2481,4
48156,13742,3156,2
48157,27858,2562,5
48158,37118,1992,5
48159,38518,561,4
48160,30428,628,3
48161,35937,3912,2
48162,13357,1138,4
48163,7746,4985,3
48164,42928,2322,5
48165,22240,3223,5
48166,46714,1424,4
48167,15289,2593,4
48168,13433,578,1
48169,30827,2317,5
48170,31406,3476,5
48171,20991,4210,1
48172,24561,1932,1
48173,1600,62,4
48174,23523,2082,5
48175,18213,3206,3
48176,4135,2835,1
48177,37675,3592,2
48178,5635,3324,2
48179,33341,3213,5
48180,16186,1086,4
48181,16046,4923,3
48182,37131,710,4
48183,40486,3710,3
48184,38921,2427,1
48185,3300,609,5
48186,18204,1655,5
48187,35144,1811,5
48188,37920,2191,4
48189,31572,3116,5
48190,3382,3252,3
48191,20201,4444,1
48192,26596,4993,2
48193,21179,2944,3
48194,6633,1491,1
48195,5281,2223,2
48196,19036,483,1
48197,1754,3812,3
48198,10499,2569,5
48199,41535,4362,1
48200,13001,1711,3
48201,11346,2355,2
48202,14005,32,4
48203,25350,3995,5
48204,5294,1255,3
48205,13205,3266,2
48206,14581,4303,5
48207,20098,1417,4
48208,11405,334,4
48209,4415,2812,2
48210,7277,2158,5
48211,24168,1606,5
48212,12913,966,1
48213,10320,3472,1
48214,40190,4357,2
48215,40960,2138,4
48216,6300,4942,5
48217,27565,2824,3
48218,48350,1267,2
48219,1271,3633,1
48220,45897,1938,2
48221,38180,3439,1
48222,11992,2950,2
48223,23052,2610,2
48224,17532,3069,5
48225,30813,1175,2
48226,17957,4401,4
48227,27671,4914,4
48228,24014,3371,4
48229,26079,2656,1
48230,7852,4638,5
48231,36046,1585,4
48232,20126,2003,5
48233,13210,145,4
48234,49457,1552,4
48235,25852,89,1
48236,30052,4272,4
48237,40662,474,3
48238,40747,1194,1
48239,42553,2773,2
48240,2367,2422,2
48241,46561,294,2
48242,40889,368,2
48243,46268,1573,2
48244,19630,3390,1
48245,31716,3608,1
48246,43349,3641,1
48247,25114,3556,2
48248,28299,353,2
48249,3337,1517,2
48250,12429,3941,2
48251,10769,430,1
48252,6425,4134,1
48253,12156,4030,2
48254,31777,3115,2
48255,10877,3209,4
48256,33194,2504,1
48257,15411,3323,5
48258,40521,1313,5
48259,21414,2933,5
48260,29893,4997,5
48261,41873,757,2
48262,28483,293,3
48263,5567,884,3
48264,35835,4615,1
48265,38041,1865,3
48266,15664,810,5
48267,8081,1665,3
48268,9538,4983,3
48269,31909,3818,2
48270,42349,304,5
48271,13163,201,2
48272,18498,1798,1
48273,39170,370,2
48274,47092,470,1
48275,3775,2637,5
48276,18741,1302,2
48277,38373,3120,1
48278,2285,1185,4
48279,3394,4085,4
48280,38738,2706,1
48281,15407,1817,2
48282,11234,3578,3
48283,18426,1671,4
48284,19743,827,1
48285,17199,256,5
48286,259,4638,1
48287,15877,580,3
48288,16242,1408,5
48289,25292,2091,3
48290,18963,3174,1
48291,47116,479,1
48292,43230,385,5
48293,35181,3755,3
48294,28536,4381,1
48295,36403,4306,4
48296,26898,3593,2
48297,22478,4782,2
48298,6374,184,3
48299,14311,1876,2
48300,39158,2810,2
48301,12606,549,5
48302,18057,4183,3
48303,12370,3894,4
48304,13723,200,4
48305,20517,172,3
48306,18049,4728,3
48307,24735,3187,4
48308,25133,3216,1
48309,10508,2346,4
48310,20829,283,5
48311,37101,521,1
48312,37370,250,4
48313,38595,1743,4
48314,45127,4654,5
48315,36221,4649,4
48316,12222,3765,1
48317,23466,1647,5
48318,31001,848,4
48319,18178,3547,5
48320,35190,1626,1
48321,30575,328,1
48322,37367,3163,5
48323,42013,732,3
48324,26305,828,3
48325,2458,2026,3
48326,19585,4542,4
48327,21257,4983,2
48328,30253,4249,5
48329,25842,1005,5
48330,36242,3351,1
48331,16389,3390,4
48332,45042,58,1
48333,35049,1814,4
48334,42815,2205,3
48335,34566,3448,3
48336,44875,1554,1
48337,49682,3631,2
48338,27228,4334,2
48339,20672,1700,1
48340,4686,4361,3
48341,2650,1700,5
48342,22518,3148,4
48343,14448,1419,2
48344,996,928,5
48345,38326,3038,5
48346,12776,3,2
48347,43004,2350,1
48348,34227,2588,2
48349,7826,1245,5
48350,22332,3322,5
48351,11516,1099,1
48352,20478,1506,5
48353,31744,3361,4
48354,28330,1670,3
48355,123,2665,1
48356,37255,4664,1
48357,22927,2389,2
48358,28477,1844,1
48359,39807,1669,1
48360,46783,3783,3
48361,27624,3335,5
48362,30017,2836,3
48363,48066,1613,3
48364,44904,3022,5
48365,2091,4697,3
48366,4401,4561,2
48367,30471,2363,4
48368,24795,3213,3
48369,37369,2096,4
48370,16852,2036,3
48371,40750,2192,2
48372,302,176,5
48373,46418,3426,1
48374,43072,3139,4
48375,21625,4615,5
48376,32182,2621,2
48377,35427,3081,1
48378,23750,4008,3
48379,19711,986,3
48380,1492,779,2
48381,14247,3935,1
48382,21200,1690,5
48383,43130,1195,3
48384,15270,4515,1
48385,25173,78,5
48386,10560,1119,1
48387,28990,4100,1
48388,11274,1717,4
48389,28784,3345,1
48390,22412,1855,2
48391,19981,4401,4
48392,26655,1322,3
48393,26803,3808,2
48394,12699,337,1
48395,48384,514,4
48396,33945,4973,3
48397,21343,782,4
