feedback_id,customer_id,rating,comments,submitted_at
5366,6030,1,Great,2023-12-18
3131,6290,2,Excellent,2021-08-10
7506,2214,4,Bad,2020-10-21
8271,598,,Average,2021-08-21
1624,9382,4,,2020-01-11
19357,5529,5,Bad,2021-12-22
10494,8638,5,,2022-04-02
17469,4750,5,Bad,2021-09-14
10159,47,4,Great,2023-05-17
6872,9705,3,Excellent,2024-03-24
7878,7891,4,Average,2021-01-03
6280,1287,3,Average,2020-03-03
3260,2702,4,Bad,2024-02-26
11432,943,4,Bad,2020-03-20
2810,2291,5,Great,2021-08-25
19651,904,4,Poor,2024-04-02
19128,5453,4,Bad,2024-04-15
15097,2660,5,Bad,2024-04-25
13134,1132,5,Great,2020-02-26
15201,2369,3,Great,2023-04-02
5017,6949,3,Average,2020-07-22
961,3545,3,Great,2020-10-29
4148,8659,4,Excellent,2024-06-02
9131,4058,4,Poor,2024-02-08
16872,4851,5,Bad,2022-12-14
16118,4035,3,Excellent,2022-10-24
11487,1136,1,Poor,2020-10-23
2168,9671,4,Average,2022-08-05
19970,4384,1,Poor,2023-05-23
6650,5573,1,Average,2023-09-08
13,8533,4,Excellent,2021-05-10
13831,660,4,Excellent,2020-06-26
8876,186,3,Poor,2023-08-04
16875,2077,2,Average,2021-03-20
16486,1432,5,Great,2022-08-11
6277,747,4,Average,2023-01-03
14386,3835,3,Excellent,2022-01-18
13444,8725,4,Excellent,2020-06-17
13680,7057,3,Average,2024-07-30
807,7260,1,,2023-01-31
8936,2976,3,Average,2021-10-28
11150,6316,5,Great,2022-07-29
554,4210,4,Excellent,2022-04-19
14262,9314,5,Average,2023-05-29
4633,7423,2,,2022-12-20
8253,3094,2,Excellent,2024-02-17
17024,9337,4,,2020-03-28
8204,8403,3,Excellent,2020-02-07
2559,3774,4,Bad,2023-10-14
18068,2864,4,Poor,2020-07-21
18318,7816,4,Excellent,2022-02-08
12314,2434,,Bad,2020-02-15
13678,7452,5,Poor,2024-05-12
7519,1924,4,Excellent,2024-12-11
13224,641,5,Excellent,2023-06-18
11863,9807,2,Great,2023-11-02
3032,1485,5,Average,2023-07-16
10657,5855,3,,2021-03-21
13664,3793,4,Average,2020-08-17
18229,1926,2,Bad,2024-12-09
12872,1332,4,,2022-03-23
7757,5453,3,,2021-10-24
15195,6334,4,Average,2022-09-26
16577,7158,4,Excellent,2023-08-31
18209,2141,1,Average,2024-03-18
3612,7576,3,Poor,2022-02-15
13763,1644,4,Average,2023-07-09
8159,6860,4,Bad,2021-03-13
3709,5098,2,Great,2020-06-03
4472,5903,2,Excellent,2020-05-11
17944,8191,5,Bad,2020-04-01
2823,3711,4,Poor,2020-04-16
4332,9988,5,Excellent,2023-01-27
1569,9870,3,Poor,2021-10-14
1200,2753,4,Great,2023-05-13
711,9596,5,Bad,2023-04-28
18996,6194,4,,2021-07-16
3721,8431,2,Average,2023-05-01
560,7403,2,Great,2021-05-27
3119,319,4,Average,2020-04-18
6345,8754,,Great,2020-04-25
10431,5213,3,,2023-05-16
11668,3414,3,Bad,2023-06-20
1755,6386,5,Great,2024-06-11
2409,2660,4,Great,2022-09-22
6832,1508,1,Excellent,2021-06-07
5010,7090,3,Bad,2023-08-15
6305,4962,5,Poor,2024-04-07
17568,2021,1,Excellent,2024-10-18
8413,155,1,,2023-05-28
350,8734,2,Great,2020-11-02
9462,7379,3,Bad,2021-05-16
3885,7893,3,,2023-10-02
2450,1605,2,,2024-09-23
18627,9877,1,Average,2020-12-04
9624,2537,5,Great,2022-10-03
18297,9472,3,Great,2021-10-23
17780,2900,4,Bad,2023-10-27
15456,5862,3,,2023-05-09
7978,5279,3,Bad,2024-12-08
2895,869,4,Excellent,2024-05-12
14711,3014,4,Average,2021-12-14
10250,3311,3,Excellent,2021-09-29
7593,683,2,,2024-07-09
17448,1462,4,Poor,2023-04-18
9933,3830,4,Excellent,2024-02-04
18064,146,4,Great,2021-02-04
14212,1975,5,Excellent,2022-10-12
18578,5628,5,Excellent,2020-07-12
15798,1821,5,Great,2024-09-03
14940,6268,2,Bad,2021-12-10
13375,7869,5,Excellent,2020-02-03
10847,6963,4,Bad,2023-11-10
6870,6476,3,Excellent,2023-12-05
5052,8797,3,Excellent,2021-01-03
4039,6333,2,Excellent,2024-01-03
714,1607,5,Excellent,2023-06-30
6156,4240,5,,2020-04-01
4036,1548,4,Excellent,2023-03-14
8296,6974,5,,2020-12-25
19649,2773,4,Poor,2020-06-26
16653,1988,2,,2020-01-25
2918,9578,4,Poor,2022-09-07
905,2897,4,,2024-01-13
16438,6976,4,,2022-06-13
15056,8175,3,Excellent,2022-10-25
5744,9138,4,Poor,2022-07-05
15056,9498,4,Excellent,2024-01-01
6283,6583,3,Great,2020-05-16
2455,8351,,Great,2021-09-03
9827,6014,5,Bad,2020-03-03
18971,1351,5,Average,2023-10-18
7822,7685,,Poor,2020-10-20
4827,7058,2,Poor,2022-09-24
14728,9847,4,Poor,2023-11-23
10652,7986,5,Poor,2024-12-16
7360,5876,2,Average,2021-05-07
5628,7281,,,2022-07-09
10038,3031,4,Excellent,2021-03-29
5868,676,5,Bad,2024-08-04
16402,369,,Average,2021-10-24
4581,6771,4,Average,2021-03-27
9686,9396,5,,2022-01-08
1124,3361,4,Great,2020-11-10
5078,1472,4,,2022-03-03
6628,5352,1,Great,2021-08-19
9777,1349,,Average,2022-01-02
14304,3017,3,Great,2020-11-15
16265,670,,Great,2023-10-24
3163,5728,1,,2023-07-14
5318,1255,5,Poor,2024-07-14
4752,2009,1,Poor,2023-05-05
10334,827,3,Average,2022-12-03
10273,2312,3,Bad,2023-05-26
10924,8642,3,Excellent,2020-06-21
15209,8741,4,Great,2020-02-17
406,1635,2,Great,2022-05-16
3635,7909,5,,2021-09-27
12991,3670,4,,2020-09-30
5169,9831,4,Excellent,2021-01-18
2558,4720,3,Average,2024-11-12
17905,4449,2,Excellent,2023-02-04
8706,1008,,Bad,2023-04-10
14572,1011,2,Great,2024-05-24
18749,7665,1,Excellent,2021-05-09
6487,2801,5,,2021-03-02
13026,8502,4,,2024-08-02
12130,7728,4,Poor,2022-08-27
15659,7529,3,Excellent,2022-08-24
18747,8348,4,Bad,2020-06-29
16054,9829,4,Excellent,2020-07-21
15914,5058,,Average,2023-05-27
10097,4462,3,Average,2020-09-24
4151,3153,5,Poor,2021-05-13
8025,7808,3,Bad,2021-12-25
1728,7839,5,,2023-08-21
10222,3131,3,Great,2020-06-26
12791,9453,5,Poor,2023-05-23
7382,4568,2,Excellent,2024-05-11
5542,5535,1,Great,2022-11-02
6352,4470,5,Bad,2020-07-16
956,3381,2,Poor,2023-10-19
12262,1631,4,Excellent,2023-12-07
13307,9338,2,Average,2024-09-03
9914,6777,3,,2020-08-27
13607,36,2,Great,2024-05-12
6911,725,1,Average,2021-09-21
19588,9669,3,,2022-02-13
15701,2507,3,,2024-10-11
9256,3298,2,Average,2023-12-12
1929,891,3,,2022-12-21
1267,1401,2,Average,2021-03-16
5113,7920,2,Excellent,2021-01-30
1217,9219,2,Poor,2024-03-17
18263,4102,3,Poor,2022-12-21
4471,7572,1,Bad,2021-03-23
17956,2661,2,,2024-08-09
2782,5959,5,Great,2023-04-14
18659,3750,3,Excellent,2020-04-29
9301,8868,5,Great,2020-08-07
1509,8710,3,,2020-08-20
8701,4480,2,Poor,2024-03-07
14945,7106,4,Average,2020-09-20
3447,6634,,Average,2021-02-25
9497,6695,2,Great,2020-07-06
6509,5395,3,Excellent,2024-09-22
1689,4704,4,,2024-07-20
13424,8354,3,Bad,2021-07-09
2758,601,4,Poor,2021-11-27
13163,9752,4,,2024-04-11
7090,8857,4,Great,2021-09-24
17829,4958,4,Bad,2023-06-10
9838,6174,5,Poor,2020-06-04
12615,4577,4,Excellent,2023-01-22
15291,4317,4,Bad,2020-06-28
6480,7734,3,Great,2024-02-25
6336,6264,2,Excellent,2024-02-21
19351,9965,5,Great,2022-05-21
16693,6013,1,Average,2023-11-24
5216,7941,2,,2021-02-19
5966,6658,1,Great,2024-12-15
13660,1391,3,Average,2021-03-17
17958,7248,2,Average,2020-11-09
4330,7527,2,Great,2022-01-19
7003,4287,4,Excellent,2023-07-02
13647,9910,4,Excellent,2021-03-11
15401,1958,2,Excellent,2023-07-05
10737,9852,3,Excellent,2024-12-25
8820,3089,5,,2021-10-23
2554,5190,3,Poor,2022-04-15
8600,1828,2,Bad,2020-12-11
2228,9309,4,Great,2024-10-22
5272,2006,4,Great,2024-12-19
5498,1162,3,Bad,2023-04-28
11994,6591,,,2020-08-13
6869,168,2,,2024-07-14
5393,8481,4,Poor,2024-02-14
19542,1038,1,Excellent,2020-03-30
16017,6199,1,Poor,2023-01-26
19345,4824,4,Poor,2024-05-18
17526,7529,2,Great,2021-03-22
5617,3974,5,Bad,2024-04-05
3410,9377,3,Great,2021-06-16
4085,9675,4,Average,2020-03-23
13944,200,4,Excellent,2020-09-04
7669,8527,3,Poor,2022-06-17
10472,3414,2,Average,2022-07-31
12782,179,4,Excellent,2022-05-08
12106,8642,4,Excellent,2023-02-05
14434,1725,5,Bad,2021-09-29
3567,1180,4,Poor,2022-12-07
17243,4836,5,Poor,2023-10-22
375,868,3,Great,2023-05-13
2024,978,4,Excellent,2020-11-22
6607,3641,1,Average,2021-07-10
5133,8858,4,Excellent,2024-10-10
4890,783,1,Average,2023-09-24
6992,4298,3,Excellent,2020-10-19
2501,8039,4,Average,2022-09-27
19616,6733,3,Excellent,2023-06-17
9172,9680,4,Bad,2021-07-05
10093,3551,4,Excellent,2023-11-28
18661,8001,5,Excellent,2020-07-14
9201,7537,4,Poor,2021-09-28
15612,3451,3,Excellent,2021-07-14
11508,8315,4,Poor,2024-04-10
13401,6198,1,Great,2024-05-12
19956,5591,1,Average,2020-04-06
12750,7374,2,,2022-09-16
10000,6311,3,Bad,2021-04-26
2394,5086,4,Great,2020-03-01
15500,960,5,Bad,2022-06-11
2458,5131,3,Bad,2021-07-24
7243,9599,5,Excellent,2020-08-16
11918,4605,,Average,2023-08-24
3961,8756,2,Great,2024-03-18
9818,725,5,Bad,2024-08-10
14996,7222,1,Poor,2021-11-11
13105,8439,4,Great,2020-12-08
3300,2629,4,Bad,2023-03-09
5552,6284,4,Excellent,2024-11-26
12611,8597,3,Bad,2021-01-21
8374,1248,1,,2021-03-25
1197,2395,3,Great,2022-11-14
11738,4959,5,Excellent,2024-09-11
19371,6518,5,Bad,2023-03-30
1693,1228,2,Average,2024-01-19
3695,8825,5,,2024-02-21
12451,6436,2,Poor,2021-01-22
18401,6421,4,,2024-10-25
19198,6143,5,Average,2020-10-22
8026,8851,5,Poor,2022-01-27
6243,7505,5,Poor,2024-03-10
9618,1124,4,Average,2021-05-08
15139,6301,5,Excellent,2023-07-29
16522,9076,2,Average,2022-06-20
8043,8889,1,Average,2024-10-14
3830,8907,3,Great,2024-08-24
9797,6291,,Average,2021-01-08
5521,3990,4,Great,2024-03-12
10370,242,4,Average,2023-02-21
9863,4275,5,Poor,2021-11-27
3367,2228,2,,2024-01-01
17747,7025,5,Great,2022-04-26
19605,9532,1,,2021-12-26
1480,9936,4,,2020-01-21
18086,6353,1,Average,2021-04-28
16172,7656,3,Excellent,2024-12-30
4640,7415,1,Excellent,2021-08-02
15148,9653,3,Poor,2024-07-07
5483,6687,1,Bad,2021-05-26
7180,8579,3,Bad,2024-02-15
17918,5401,5,,2023-05-25
18872,1442,4,Excellent,2021-07-05
10482,8993,3,Bad,2021-06-18
1700,607,5,Poor,2024-07-26
12925,3110,3,,2020-12-10
5800,366,3,Average,2023-06-23
6918,7344,5,,2024-05-16
2297,4042,5,Bad,2022-04-13
9482,9177,1,Bad,2023-02-25
11548,1125,5,Bad,2020-04-20
11639,7997,3,Average,2021-09-07
18864,8683,2,Poor,2021-05-19
10286,3645,3,Excellent,2021-08-09
13151,4225,3,Average,2022-11-20
17617,2027,3,Poor,2024-02-03
11822,21,5,,2023-06-26
12066,8220,2,Average,2020-09-30
454,5019,4,Average,2020-09-06
7944,7072,5,Average,2022-09-04
6971,1454,5,Great,2022-06-15
7425,5257,3,Excellent,2022-06-30
17416,6462,5,Average,2021-04-27
7336,4836,2,Average,2021-04-07
13951,5987,5,,2020-08-20
16782,1476,5,Average,2024-05-09
9365,936,4,Bad,2024-10-24
4647,8427,5,Bad,2021-01-28
9868,35,,,2020-02-04
16228,8531,2,Poor,2022-10-17
15805,3526,1,Poor,2022-07-20
18254,9695,2,Great,2021-01-05
13399,5979,3,Average,2020-12-09
6886,7808,4,Great,2023-12-07
17767,706,3,Great,2021-09-01
19024,4848,4,Poor,2022-06-24
6221,4345,4,Excellent,2020-06-16
6812,9317,2,Excellent,2022-05-12
9422,5335,,Great,2020-02-01
4951,7468,3,Bad,2024-02-25
713,9792,4,Bad,2023-06-19
53,4531,4,Poor,2021-02-09
18668,239,4,Poor,2021-01-19
3,9340,2,,2022-08-02
1188,4245,4,Great,2020-06-17
14773,2105,2,Bad,2020-10-09
11038,3669,4,,2020-06-21
15902,4632,4,Average,2021-09-25
545,2163,5,Great,2021-07-30
9863,6475,1,Poor,2020-06-24
14943,4462,5,Bad,2023-07-20
4033,3566,4,Bad,2022-12-21
11392,5369,3,Average,2020-12-02
4615,2934,1,Excellent,2022-02-19
16791,3109,4,Great,2022-02-01
10388,465,4,Poor,2024-02-03
1449,5341,2,Bad,2020-05-23
9952,2921,4,Poor,2021-05-09
13772,811,5,Excellent,2024-05-19
8250,5910,2,Bad,2024-03-14
15034,5979,,,2023-01-31
16658,6630,4,Excellent,2023-03-27
7199,399,4,Poor,2022-08-14
2560,7701,3,,2020-05-04
8546,1076,3,Average,2020-06-14
11205,7599,1,,2022-07-04
7495,1863,,Excellent,2023-07-24
1779,886,5,Average,2022-02-08
183,5539,5,,2020-12-13
5236,2567,2,Bad,2021-07-29
9840,1674,5,,2024-11-28
5939,5260,5,Great,2021-03-15
7959,6491,3,Poor,2023-01-21
14249,1692,4,,2020-08-02
2769,4154,1,Excellent,2023-03-18
14936,658,1,Great,2020-09-11
15465,3257,2,Poor,2023-09-08
16280,6322,,,2024-11-25
4994,4055,4,Bad,2020-05-30
10972,9703,4,Great,2022-10-04
6493,5247,3,Bad,2024-10-20
12552,9261,3,Bad,2024-01-05
9067,6334,1,Bad,2024-09-22
1986,9578,5,,2024-12-21
10901,2615,5,,2021-01-17
18870,772,5,Bad,2023-01-21
7486,2575,1,Poor,2022-12-02
1824,2197,2,,2023-04-23
19893,7934,3,Bad,2020-01-11
10869,6358,3,Excellent,2020-05-09
10072,4716,3,Poor,2023-10-01
17452,1998,5,Poor,2020-05-09
543,2083,1,Great,2024-01-29
8292,8964,4,Average,2022-09-17
15880,6364,4,,2021-07-07
6917,1164,,Poor,2020-11-20
18826,6942,3,Excellent,2023-08-22
3713,6409,3,Average,2022-09-23
19632,4883,5,Average,2023-05-16
8441,5057,4,Bad,2023-09-20
6691,3694,4,,2023-07-29
1163,5677,4,,2020-12-11
13020,773,4,Bad,2021-03-17
11635,724,,Excellent,2021-06-26
8113,1219,2,,2022-12-28
2787,706,4,Poor,2024-11-21
3504,9474,1,Bad,2022-02-20
19399,4538,4,Poor,2021-12-26
7864,611,3,Poor,2024-02-01
7419,9924,,Average,2024-08-22
15894,5055,4,Great,2023-12-21
11602,9845,4,Excellent,2024-11-07
15960,7976,2,Great,2020-09-18
14980,9094,2,Excellent,2021-02-16
3244,4047,3,Bad,2023-09-25
12714,8037,3,Average,2024-01-15
2922,7532,3,,2024-07-26
19808,7315,4,,2021-10-16
8641,8363,4,,2021-08-10
9651,7881,4,Poor,2021-10-16
18269,7123,3,Excellent,2024-08-08
15152,2400,4,Great,2020-04-22
15887,4956,2,Excellent,2020-03-10
7157,1375,3,Bad,2022-12-22
13615,1597,5,,2022-04-06
3263,9188,3,Excellent,2023-12-07
8378,6285,4,,2023-05-13
1215,746,2,Poor,2023-11-12
2836,5485,5,Excellent,2023-11-23
13042,8935,3,Excellent,2022-01-31
17372,9686,4,Bad,2020-09-02
18443,3521,5,Great,2022-01-19
14975,3423,3,,2024-03-06
13132,3156,4,Bad,2022-11-10
4227,2724,4,Great,2022-04-23
17158,4269,4,Average,2020-04-25
5583,6026,4,Great,2022-07-02
126,6062,4,Bad,2024-12-31
16734,4241,4,,2021-01-15
10593,3523,4,Excellent,2023-02-01
4291,1172,2,Excellent,2020-07-23
2202,6270,2,,2021-10-25
9506,6030,3,Great,2020-03-30
13368,9857,5,Great,2022-07-15
1537,2723,5,,2022-06-17
10179,7634,4,,2020-08-26
4908,8875,,,2020-05-18
12118,7243,5,Bad,2021-02-17
12963,1510,1,Poor,2024-01-16
10889,7936,1,Average,2021-07-13
1496,2264,5,Excellent,2024-02-19
18234,6887,4,,2023-12-16
2144,2285,5,Great,2020-03-22
16923,2960,1,Bad,2023-08-15
6215,9849,3,Excellent,2022-11-09
385,3267,4,,2020-05-25
17206,9466,2,Average,2023-02-09
13604,3519,1,Average,2024-01-10
14090,6216,4,Poor,2020-10-30
6756,2016,4,Average,2021-01-26
17281,9110,3,Great,2023-08-22
8943,9144,2,Bad,2020-07-11
7316,7664,4,Excellent,2022-08-14
14989,8347,2,,2024-06-28
18610,8493,3,Bad,2020-07-03
18768,8387,3,,2020-02-10
18963,7565,4,Great,2023-03-04
15654,6353,4,Excellent,2024-02-29
8287,1438,4,Average,2024-09-14
7046,8925,4,Average,2022-10-09
9697,3045,2,,2020-01-05
17112,1452,5,Poor,2024-06-29
4252,7088,4,Excellent,2022-07-04
14729,4710,4,,2022-09-21
2184,1289,5,,2022-10-02
369,3248,2,Poor,2023-05-07
7227,1376,5,,2022-01-06
4432,4280,1,Excellent,2024-09-22
3675,7492,3,Great,2023-04-08
17900,3974,3,Poor,2022-09-26
5808,4595,5,,2024-05-20
17459,1000,2,Excellent,2021-08-07
8910,6339,2,,2022-10-24
2173,2043,3,,2022-06-17
3752,1045,2,Great,2021-01-17
7054,4894,1,Great,2021-01-01
18568,5689,2,Excellent,2023-03-10
1414,9271,3,Average,2022-07-18
19438,4400,4,Poor,2024-02-05
10685,9750,,Great,2024-02-05
4379,5261,4,,2020-01-29
10433,2137,4,Average,2023-03-30
11319,2928,4,Average,2024-12-26
14090,1835,4,,2024-01-06
16951,7755,5,Average,2024-03-29
7007,4401,2,,2024-02-07
8241,3820,3,Bad,2021-11-16
18949,7385,4,,2022-10-17
4896,4380,4,Great,2023-12-21
4846,7530,4,Poor,2021-10-18
13609,7536,2,,2020-01-17
9608,8633,,Great,2021-09-05
9034,3955,,Poor,2024-03-27
136,9661,,,2021-12-16
6379,1963,3,Average,2020-06-27
10313,3449,2,Poor,2021-12-16
2782,3568,3,,2024-05-28
11176,7818,4,,2020-06-16
17983,2895,4,Bad,2020-08-18
4003,3011,2,,2024-12-30
14081,3864,5,,2024-11-18
2126,7326,3,Great,2023-10-11
10826,745,5,Bad,2020-09-23
18210,7393,3,Poor,2024-10-17
4312,557,4,Excellent,2023-09-16
1299,3801,3,,2023-05-11
17525,4726,5,Bad,2022-09-05
6483,1852,2,Poor,2024-04-04
10266,2357,4,Poor,2022-12-11
13365,3865,2,Average,2022-05-15
13583,4198,4,,2021-07-24
15137,6276,2,Average,2021-01-26
19882,1884,4,Excellent,2023-06-01
117,4298,3,Bad,2021-01-18
5500,7455,5,Excellent,2024-12-10
10790,3844,4,,2024-06-11
4018,6438,2,Average,2020-12-05
584,8210,4,Bad,2024-12-12
3665,672,4,Great,2024-10-26
8244,6093,5,,2023-09-10
16844,9331,4,Bad,2021-05-06
13098,8400,5,,2021-09-09
11605,161,1,Average,2020-10-23
9195,4415,1,,2021-07-11
17663,4558,2,Bad,2021-09-15
4281,1583,5,,2024-11-11
4704,2957,5,Poor,2020-08-20
8250,6196,4,Excellent,2020-04-17
13390,8244,5,Excellent,2020-11-18
8085,7339,,Poor,2021-05-29
13010,4706,1,Excellent,2021-06-23
14549,1745,2,Poor,2022-05-24
10603,6275,3,Bad,2024-07-11
18494,9156,4,Great,2024-03-25
6582,8118,2,Average,2022-11-24
9544,4933,5,Bad,2020-09-15
16567,1150,3,Great,2021-08-20
12987,2560,4,Excellent,2021-06-27
15295,1068,3,Bad,2024-06-25
13622,1830,4,Bad,2020-12-26
12314,4284,,Excellent,2023-02-26
4628,923,3,Great,2020-08-05
3956,6747,4,Bad,2024-05-13
5433,1551,2,Bad,2023-10-15
7256,2983,4,Bad,2022-07-31
3220,2045,4,Average,2020-11-29
17631,5814,5,Great,2020-12-08
9309,7098,5,Average,2024-04-19
1626,1598,2,Bad,2024-03-30
10070,5710,4,Average,2023-05-22
14477,2322,4,Poor,2024-06-07
19445,4859,2,Average,2023-06-14
18315,1318,2,Excellent,2023-05-01
6929,3556,,Average,2022-08-12
13833,4298,3,Average,2020-07-02
7199,1558,4,Bad,2020-10-01
15757,6305,3,Bad,2021-12-30
2334,1070,4,Excellent,2022-09-27
19035,498,5,Great,2021-09-04
3415,105,4,Bad,2024-03-01
989,3754,1,Poor,2022-10-29
17267,5043,4,Poor,2024-06-27
18251,4036,1,Average,2020-02-22
19019,5205,1,Average,2023-03-20
2795,1848,4,Poor,2024-02-06
5313,9770,1,Poor,2024-10-31
9338,2573,5,Poor,2021-12-07
12465,6966,4,Bad,2021-04-08
3791,984,5,,2023-11-29
15844,6435,3,Poor,2021-03-21
3582,6483,,Excellent,2022-07-06
15067,4630,1,Bad,2023-09-29
5162,4648,1,Average,2020-08-08
9313,7541,4,Great,2021-11-01
17582,9692,4,Excellent,2020-12-08
2323,127,4,Bad,2020-02-21
7222,1758,1,Great,2021-10-31
15545,7391,4,Bad,2022-04-08
10578,2270,3,Bad,2020-03-08
8284,1615,5,Great,2020-03-31
302,99,5,Bad,2020-11-05
7819,1507,2,Bad,2023-01-25
15579,3476,4,Bad,2021-04-13
18498,3258,2,,2021-11-13
4072,376,4,Excellent,2020-03-19
12714,3475,5,Bad,2024-07-19
16195,236,4,Bad,2020-07-13
14606,4754,4,Excellent,2020-07-29
2576,4164,1,Great,2020-09-29
12904,7112,5,Poor,2020-08-19
19089,8158,1,Poor,2023-07-08
5879,9392,5,Average,2020-07-13
13477,7700,3,Average,2024-07-08
2719,6728,1,Bad,2023-07-02
11437,8809,3,Bad,2020-03-28
19063,9010,5,Average,2022-05-21
14197,53,5,Poor,2024-04-09
9236,5387,,Excellent,2021-08-13
9460,3104,5,Poor,2020-12-20
12266,191,3,Bad,2024-03-17
11817,9911,2,Great,2020-08-23
13255,7355,2,,2023-03-22
8988,9023,3,Bad,2022-08-14
3417,3473,2,Excellent,2020-02-07
4419,5274,4,Great,2020-11-23
4938,2099,4,Great,2021-01-04
7105,2586,2,Average,2024-02-09
19843,451,4,Excellent,2022-09-02
6346,4430,5,,2023-09-01
13060,8957,5,Average,2023-08-21
492,482,4,Great,2020-09-27
13433,2408,4,Average,2024-09-20
1276,4649,5,,2024-07-31
6801,76,3,Great,2023-12-12
19400,1461,4,,2022-05-01
12591,7872,5,,2022-07-26
4079,7502,5,Excellent,2022-05-13
1803,1999,2,,2023-12-30
2386,2591,1,Great,2020-06-09
17121,5033,3,Average,2022-04-27
3463,8391,4,Poor,2024-04-28
3781,1098,5,Excellent,2022-06-01
13234,3495,3,Great,2021-08-08
4794,3966,5,Average,2024-03-09
6445,2142,3,Poor,2022-10-13
8449,7021,2,Average,2024-02-28
10788,6504,3,Great,2023-01-28
1010,7337,4,,2023-01-10
12744,8489,3,,2021-11-10
13768,2773,2,Average,2023-08-29
8750,318,4,Bad,2022-07-13
8806,272,4,Average,2022-06-28
9789,1368,4,Great,2024-02-26
836,7022,2,,2021-06-03
195,7251,4,Bad,2020-03-01
18333,3312,5,Great,2024-03-06
6013,9851,2,Excellent,2021-12-05
11368,8635,4,Bad,2023-08-31
5688,8801,2,Average,2021-05-20
14025,1093,5,Great,2024-09-20
7623,3785,4,,2024-04-21
16491,6613,5,Average,2020-02-20
10479,2858,4,,2020-11-11
6839,1945,4,Poor,2022-09-19
5796,2872,1,Great,2024-06-06
17129,9135,2,Poor,2021-09-06
19475,6605,4,Bad,2024-06-16
1445,9650,2,Poor,2024-03-17
18193,9557,4,Bad,2024-07-20
16968,7640,3,Average,2020-10-18
13826,2139,5,Excellent,2023-02-16
13619,8481,2,Bad,2021-04-20
5093,6938,4,Average,2023-10-11
14226,6116,5,Average,2022-07-18
12286,3345,4,Excellent,2023-08-08
7642,7701,5,Bad,2024-08-13
12355,7149,1,Excellent,2024-05-12
1038,7682,,Excellent,2024-10-04
15502,4687,3,Poor,2020-04-23
3532,6700,,Great,2021-08-20
14920,2631,3,,2024-11-02
1552,7915,4,Average,2021-07-09
4185,224,3,Poor,2020-10-30
8673,1522,4,Excellent,2022-05-09
14618,1655,4,Great,2024-02-10
3805,6049,4,Average,2022-02-06
13526,5145,3,Average,2020-02-14
8774,4773,,Average,2022-06-29
832,6308,5,Bad,2023-09-05
18598,737,5,Average,2024-06-19
11122,8338,5,Excellent,2021-10-17
18425,6979,5,Bad,2021-03-05
732,1034,2,Bad,2024-09-03
15210,6664,1,,2024-11-28
15278,2282,2,,2023-01-06
9826,7349,4,Average,2020-06-09
912,6034,3,Average,2024-11-13
11756,4620,4,Great,2021-02-08
15890,9920,2,Excellent,2023-11-20
19331,8578,5,,2021-12-16
9000,4940,2,Average,2021-06-04
16377,6479,2,Poor,2024-01-09
16194,514,5,Excellent,2023-05-02
3424,8219,1,Average,2021-03-18
4911,665,1,Great,2023-03-19
5240,2188,5,,2020-11-28
7403,5825,3,Average,2024-01-23
1929,6239,1,,2024-06-26
9529,6312,5,Great,2024-09-21
12170,1541,2,Bad,2024-11-14
6542,9948,5,Average,2023-04-05
11748,2632,3,Bad,2021-06-28
11429,7158,2,Bad,2024-11-01
18788,8500,4,Great,2024-08-23
2604,1994,4,,2020-03-14
10173,704,3,Average,2020-08-12
10666,6639,3,Average,2021-12-23
6991,355,4,Poor,2020-05-06
4981,547,3,Great,2021-10-31
16755,5137,1,Great,2023-06-26
1993,110,5,Average,2021-12-25
1039,1499,4,Poor,2020-11-06
10497,3672,5,,2021-02-16
1381,8755,5,Average,2023-06-17
4516,9780,4,Poor,2022-11-30
3259,6893,2,Great,2021-11-03
11883,7953,3,Bad,2022-06-21
306,466,3,Excellent,2023-04-17
13990,177,4,Bad,2024-09-22
19394,5862,5,Great,2022-06-17
4154,5383,3,,2020-06-08
16133,2928,3,Bad,2021-03-15
10817,5057,1,,2022-06-14
17308,9087,2,Average,2024-01-02
13108,1483,4,Great,2024-11-11
758,6410,4,Poor,2020-07-18
867,9401,3,Excellent,2023-04-29
98,7233,4,,2022-10-10
19533,427,4,Poor,2021-11-21
10470,1528,4,Great,2022-03-01
16801,5251,4,Bad,2020-06-12
18389,5953,5,Average,2021-05-05
17990,2795,2,Bad,2023-05-13
5562,87,3,,2023-08-27
3592,3568,2,Average,2022-11-11
2169,5969,4,Bad,2020-12-13
2034,8585,2,Poor,2024-07-29
18375,6658,2,Great,2023-03-28
4912,8948,2,Bad,2022-05-07
15117,6304,5,Poor,2022-03-13
14646,7944,4,Poor,2022-12-22
486,9637,3,Great,2021-11-06
3141,8975,4,Average,2021-10-26
5585,4642,3,,2024-12-04
18850,5781,4,Average,2022-10-03
16987,5641,,Bad,2023-07-01
7040,6184,2,Excellent,2021-12-15
14217,7934,4,Average,2023-01-15
12178,491,5,Great,2022-02-19
14894,3990,2,Great,2024-11-25
13871,3469,1,Great,2024-05-23
13637,1049,4,Excellent,2023-01-19
15083,199,4,,2024-01-16
17375,8563,5,Great,2021-07-30
8416,8591,4,Excellent,2021-08-28
18252,460,5,Excellent,2023-01-23
5303,2605,4,,2022-11-17
15251,6933,3,Bad,2020-01-15
4099,7464,5,Average,2021-05-28
9881,5462,5,Poor,2023-10-01
17696,4669,3,,2020-08-16
